    0.0000    0.205697E-08   -0.919212E-10    0.107444E-08
    0.0050    0.133451E+04    0.155076E+03    0.589718E+03
    0.0100    0.133731E+04   -0.566225E+02    0.696967E+03
    0.0150    0.130952E+04   -0.248162E+03    0.778841E+03
    0.0200    0.126201E+04   -0.415986E+03    0.838997E+03
    0.0250    0.119984E+04   -0.556185E+03    0.878013E+03
    0.0300    0.112550E+04   -0.666301E+03    0.895902E+03
    0.0350    0.104211E+04   -0.746923E+03    0.894517E+03
    0.0400    0.954682E+03   -0.802076E+03    0.878379E+03
    0.0450    0.869307E+03   -0.838104E+03    0.853705E+03
    0.0500    0.791319E+03   -0.861568E+03    0.826444E+03
    0.0550    0.723795E+03   -0.877226E+03    0.800511E+03
    0.0600    0.667220E+03   -0.887006E+03    0.777113E+03
    0.0650    0.620333E+03   -0.890354E+03    0.755344E+03
    0.0700    0.581520E+03   -0.885629E+03    0.733575E+03
    0.0750    0.549957E+03   -0.871747E+03    0.710852E+03
    0.0800    0.526050E+03   -0.849276E+03    0.687663E+03
    0.0850    0.511136E+03   -0.820568E+03    0.665852E+03
    0.0900    0.506770E+03   -0.789039E+03    0.647904E+03
    0.0950    0.513994E+03   -0.758063E+03    0.636028E+03
    0.1000    0.532881E+03   -0.730017E+03    0.631449E+03
    0.1050    0.562456E+03   -0.705823E+03    0.634140E+03
    0.1100    0.600907E+03   -0.685029E+03    0.642968E+03
    0.1150    0.645919E+03   -0.666292E+03    0.656106E+03
    0.1200    0.695019E+03   -0.648000E+03    0.671509E+03
    0.1250    0.745837E+03   -0.628850E+03    0.687343E+03
    0.1300    0.796304E+03   -0.608243E+03    0.702274E+03
    0.1350    0.844770E+03   -0.586445E+03    0.715608E+03
    0.1400    0.890069E+03   -0.564490E+03    0.727279E+03
    0.1450    0.931519E+03   -0.543865E+03    0.737692E+03
    0.1500    0.968890E+03   -0.526070E+03    0.747480E+03
    0.1550    0.100233E+04   -0.512173E+03    0.757249E+03
    0.1600    0.103225E+04   -0.502518E+03    0.767386E+03
    0.1650    0.105931E+04   -0.496681E+03    0.777993E+03
    0.1700    0.108424E+04   -0.493687E+03    0.788963E+03
    0.1750    0.110788E+04   -0.492404E+03    0.800142E+03
    0.1800    0.113105E+04   -0.491966E+03    0.811509E+03
    0.1850    0.115451E+04   -0.492052E+03    0.823280E+03
    0.1900    0.117887E+04   -0.492942E+03    0.835905E+03
    0.1950    0.120457E+04   -0.495324E+03    0.849944E+03
    0.2000    0.123183E+04   -0.499936E+03    0.865885E+03
    0.2050    0.126070E+04   -0.507189E+03    0.883945E+03
    0.2100    0.129100E+04   -0.516894E+03    0.903949E+03
    0.2150    0.132244E+04   -0.528188E+03    0.925313E+03
    0.2200    0.135459E+04   -0.539687E+03    0.947136E+03
    0.2250    0.138699E+04   -0.549799E+03    0.968393E+03
    0.2300    0.141918E+04   -0.557097E+03    0.988138E+03
    0.2350    0.145075E+04   -0.560635E+03    0.100569E+04
    0.2400    0.148134E+04   -0.560128E+03    0.102074E+04
    0.2450    0.151069E+04   -0.555938E+03    0.103332E+04
    0.2500    0.153858E+04   -0.548891E+03    0.104373E+04
    0.2550    0.156480E+04   -0.539996E+03    0.105240E+04
    0.2600    0.158921E+04   -0.530151E+03    0.105968E+04
    0.2650    0.161163E+04   -0.519952E+03    0.106579E+04
    0.2700    0.163194E+04   -0.509625E+03    0.107078E+04
    0.2750    0.165003E+04   -0.499127E+03    0.107458E+04
    0.2800    0.166585E+04   -0.488319E+03    0.107709E+04
    0.2850    0.167942E+04   -0.477142E+03    0.107828E+04
    0.2900    0.169080E+04   -0.465728E+03    0.107827E+04
    0.2950    0.170015E+04   -0.454382E+03    0.107726E+04
    0.3000    0.170765E+04   -0.443345E+03    0.107550E+04
    0.3050    0.171352E+04   -0.431802E+03    0.107266E+04
    0.3100    0.171802E+04   -0.402317E+03    0.106017E+04
    0.3150    0.172132E+04   -0.353247E+03    0.103729E+04
    0.3200    0.172365E+04   -0.358966E+03    0.104131E+04
    0.3250    0.172514E+04   -0.359536E+03    0.104234E+04
    0.3300    0.172591E+04   -0.357466E+03    0.104169E+04
    0.3350    0.172601E+04   -0.353819E+03    0.103991E+04
    0.3400    0.172547E+04   -0.349338E+03    0.103741E+04
    0.3450    0.172433E+04   -0.344800E+03    0.103457E+04
    0.3500    0.172260E+04   -0.341042E+03    0.103182E+04
    0.3550    0.172033E+04   -0.338875E+03    0.102960E+04
    0.3600    0.171760E+04   -0.338948E+03    0.102827E+04
    0.3650    0.171455E+04   -0.341641E+03    0.102809E+04
    0.3700    0.171133E+04   -0.347029E+03    0.102918E+04
    0.3750    0.170816E+04   -0.354912E+03    0.103153E+04
    0.3800    0.170522E+04   -0.364896E+03    0.103506E+04
    0.3850    0.170271E+04   -0.376503E+03    0.103961E+04
    0.3900    0.170078E+04   -0.389262E+03    0.104502E+04
    0.3950    0.169950E+04   -0.402748E+03    0.105113E+04
    0.4000    0.169890E+04   -0.416615E+03    0.105776E+04
    0.4050    0.169887E+04   -0.430507E+03    0.106469E+04
    0.4100    0.169923E+04   -0.444026E+03    0.107163E+04
    0.4150    0.169970E+04   -0.456682E+03    0.107819E+04
    0.4200    0.169994E+04   -0.467894E+03    0.108391E+04
    0.4250    0.169955E+04   -0.477024E+03    0.108829E+04
    0.4300    0.169816E+04   -0.483459E+03    0.109081E+04
    0.4350    0.169538E+04   -0.486699E+03    0.109104E+04
    0.4400    0.169092E+04   -0.486429E+03    0.108867E+04
    0.4450    0.168456E+04   -0.482550E+03    0.108355E+04
    0.4500    0.167620E+04   -0.475159E+03    0.107568E+04
    0.4550    0.166589E+04   -0.464502E+03    0.106519E+04
    0.4600    0.165377E+04   -0.450906E+03    0.105234E+04
    0.4650    0.164010E+04   -0.434703E+03    0.103740E+04
    0.4700    0.162523E+04   -0.416229E+03    0.102073E+04
    0.4750    0.160955E+04   -0.395759E+03    0.100265E+04
    0.4800    0.159344E+04   -0.373560E+03    0.983501E+03
    0.4850    0.157729E+04   -0.349908E+03    0.963601E+03
    0.4900    0.156142E+04   -0.325123E+03    0.943273E+03
    0.4950    0.154607E+04   -0.299581E+03    0.922825E+03
    0.5000    0.153138E+04   -0.273704E+03    0.902540E+03
    0.5050    0.151739E+04   -0.247939E+03    0.882664E+03
    0.5100    0.150407E+04   -0.222719E+03    0.863395E+03
    0.5150    0.149132E+04   -0.198419E+03    0.844871E+03
    0.5200    0.147899E+04   -0.175339E+03    0.827167E+03
    0.5250    0.146692E+04   -0.153663E+03    0.810290E+03
    0.5300    0.145494E+04   -0.133577E+03    0.794261E+03
    0.5350    0.144294E+04   -0.115102E+03    0.779019E+03
